date,away_team,home_team,away_runs,home_runs,season
2022-09-19,SFN,COL,10,7,2022
2022-09-19,WAS,ATL,2,5,2022
2022-09-19,CHN,MIA,3,10,2022
2022-09-20,DET,BAL,3,2,2022
2022-09-20,ANA,TEX,5,2,2022
2022-09-20,HOU,TBA,5,0,2022
2022-09-20,SEA,OAK,1,4,2022
2022-09-20,PIT,NYA,8,9,2022
2022-09-20,MIN,KCA,4,5,2022
2022-09-20,CLE,CHA,10,7,2022
2022-09-20,SLN,SDN,0,5,2022
2022-09-20,ARI,LAN,5,2,2022
2022-09-20,NYN,MIL,7,5,2022
2022-09-20,CHN,MIA,2,1,2022
2022-09-20,ARI,LAN,5,6,2022
2022-09-20,SFN,COL,6,3,2022
2022-09-20,BOS,CIN,5,3,2022
2022-09-20,WAS,ATL,2,3,2022
2022-09-20,TOR,PHI,18,11,2022
2022-09-21,ANA,TEX,2,7,2022
2022-09-21,HOU,TBA,5,2,2022
2022-09-21,SEA,OAK,1,2,2022
2022-09-21,PIT,NYA,2,14,2022
2022-09-21,MIN,KCA,2,5,2022
2022-09-21,CLE,CHA,8,2,2022
2022-09-21,DET,BAL,1,8,2022
2022-09-21,TOR,PHI,3,4,2022
2022-09-21,NYN,MIL,0,6,2022
2022-09-21,CHN,MIA,4,3,2022
2022-09-21,ARI,LAN,6,1,2022
2022-09-21,SFN,COL,6,1,2022
2022-09-21,BOS,CIN,1,5,2022
2022-09-21,WAS,ATL,3,2,2022
2022-09-21,SLN,SDN,0,1,2022
2022-09-22,MIN,KCA,1,4,2022
2022-09-22,ANA,TEX,3,5,2022
2022-09-22,TOR,TBA,5,10,2022
2022-09-22,SEA,OAK,9,5,2022
2022-09-22,BOS,NYA,4,5,2022
2022-09-22,CLE,CHA,4,2,2022
2022-09-22,CHN,PIT,3,2,2022
2022-09-22,SLN,SDN,5,4,2022
2022-09-22,HOU,BAL,0,2,2022
2022-09-22,ATL,PHI,0,1,2022
2022-09-22,ARI,LAN,2,3,2022
2022-09-22,SFN,COL,3,0,2022
2022-09-22,MIL,CIN,5,1,2022
2022-09-23,CLE,TEX,6,3,2022
2022-09-23,TOR,TBA,6,10,2022
2022-09-23,NYN,OAK,9,2,2022
2022-09-23,BOS,NYA,4,5,2022
2022-09-23,ANA,MIN,4,2,2022
2022-09-23,SEA,KCA,1,5,2022
2022-09-23,DET,CHA,5,3,2022
2022-09-23,HOU,BAL,0,6,2022
2022-09-23,CHN,PIT,6,5,2022
2022-09-23,ATL,PHI,1,9,2022
2022-09-23,WAS,MIA,2,5,2022
2022-09-23,SLN,LAN,11,0,2022
2022-09-23,SDN,COL,3,4,2022
2022-09-23,MIL,CIN,5,3,2022
2022-09-23,SFN,ARI,6,5,2022
2022-09-24,TOR,TBA,3,1,2022
2022-09-24,NYN,OAK,4,10,2022
2022-09-24,BOS,NYA,5,7,2022
2022-09-24,ANA,MIN,4,8,2022
2022-09-24,CLE,TEX,4,2,2022
2022-09-24,DET,CHA,7,2,2022
2022-09-24,HOU,BAL,11,10,2022
2022-09-24,SEA,KCA,6,5,2022
2022-09-24,ATL,PHI,6,3,2022
2022-09-24,WAS,MIA,1,4,2022
2022-09-24,SLN,LAN,2,6,2022
2022-09-24,SDN,COL,9,3,2022
2022-09-24,MIL,CIN,10,2,2022
2022-09-24,SFN,ARI,2,5,2022
2022-09-24,CHN,PIT,0,6,2022
2022-09-25,CLE,TEX,10,4,2022
2022-09-25,TOR,TBA,7,1,2022
2022-09-25,NYN,OAK,13,4,2022
2022-09-25,BOS,NYA,0,2,2022
2022-09-25,ANA,MIN,10,3,2022
2022-09-25,SEA,KCA,12,13,2022
2022-09-25,HOU,BAL,6,3,2022
2022-09-25,DET,CHA,4,1,2022
2022-09-25,ATL,PHI,8,7,2022
2022-09-25,WAS,MIA,6,1,2022
2022-09-25,SLN,LAN,1,4,2022
2022-09-25,SDN,COL,13,6,2022
2022-09-25,MIL,CIN,1,2,2022
2022-09-25,SFN,ARI,3,2,2022
2022-09-25,CHN,PIT,8,3,2022
2022-09-26,NYA,TOR,2,3,2022
2022-09-26,BAL,BOS,14,8,2022
2022-09-26,ATL,WAS,8,0,2022
2022-09-26,CIN,PIT,3,8,2022
2022-09-27,BAL,BOS,9,13,2022
2022-09-27,TEX,SEA,5,0,2022
2022-09-27,ARI,HOU,2,10,2022
2022-09-27,KCA,DET,3,4,2022
2022-09-27,TBA,CLE,6,5,2022
2022-09-27,OAK,ANA,3,4,2022
2022-09-27,NYA,TOR,5,2,2022
2022-09-27,COL,SFN,2,5,2022
2022-09-27,ATL,WAS,8,2,2022
2022-09-27,PHI,CHN,1,2,2022
2022-09-27,SLN,MIL,6,2,2022
2022-09-27,CHA,MIN,0,4,2022
2022-09-27,LAN,SDN,3,4,2022
2022-09-27,CIN,PIT,1,4,2022
2022-09-27,MIA,NYN,6,4,2022
2022-09-28,TEX,SEA,1,3,2022
2022-09-28,CHA,MIN,4,8,2022
2022-09-28,ARI,HOU,5,2,2022
2022-09-28,KCA,DET,1,2,2022
2022-09-28,TBA,CLE,1,2,2022
2022-09-28,BAL,BOS,1,3,2022
2022-09-28,OAK,ANA,1,4,2022
2022-09-28,NYA,TOR,8,3,2022
2022-09-28,COL,SFN,3,6,2022
2022-09-28,LAN,SDN,1,0,2022
2022-09-28,CIN,PIT,3,4,2022
2022-09-28,MIA,NYN,4,5,2022
2022-09-28,SLN,MIL,1,5,2022
2022-09-28,PHI,CHN,2,4,2022
2022-09-28,ATL,WAS,2,3,2022
2022-09-29,TEX,SEA,9,10,2022
2022-09-29,CHA,MIN,4,3,2022
2022-09-29,KCA,DET,3,10,2022
2022-09-29,TBA,CLE,1,2,2022
2022-09-29,BAL,BOS,3,5,2022
2022-09-29,OAK,ANA,2,4,2022
2022-09-29,LAN,SDN,5,2,2022
2022-09-29,MIA,MIL,4,2,2022
2022-09-29,PHI,CHN,0,2,2022
2022-09-29,COL,SFN,4,6,2022
2022-09-30,KCA,CLE,3,6,2022
2022-09-30,BOS,TOR,0,9,2022
2022-09-30,OAK,SEA,1,2,2022
2022-09-30,BAL,NYA,2,1,2022
2022-09-30,TBA,HOU,7,3,2022
2022-09-30,MIN,DET,7,0,2022
2022-09-30,TEX,ANA,1,4,2022
2022-09-30,CHA,SDN,3,1,2022
2022-09-30,PIT,SLN,1,2,2022
2022-09-30,ARI,SFN,4,10,2022
2022-09-30,MIA,MIL,0,1,2022
2022-09-30,COL,LAN,1,10,2022
2022-09-30,CIN,CHN,1,6,2022
2022-09-30,NYN,ATL,2,5,2022
2022-09-30,PHI,WAS,5,1,2022
2022-10-01,BOS,TOR,0,10,2022
2022-10-01,OAK,SEA,1,5,2022
2022-10-01,BAL,NYA,0,8,2022
2022-10-01,TBA,HOU,1,2,2022
2022-10-01,MIN,DET,2,3,2022
2022-10-01,KCA,CLE,7,1,2022
2022-10-01,TEX,ANA,2,3,2022
2022-10-01,PHI,WAS,8,2,2022
2022-10-01,PHI,WAS,4,13,2022
2022-10-01,ARI,SFN,8,4,2022
2022-10-01,CHA,SDN,2,5,2022
2022-10-01,MIA,MIL,4,3,2022
2022-10-01,COL,LAN,4,6,2022
2022-10-01,CIN,CHN,1,2,2022
2022-10-01,NYN,ATL,2,4,2022
2022-10-01,PIT,SLN,3,13,2022
2022-10-02,TEX,ANA,3,8,2022
2022-10-02,OAK,SEA,10,3,2022
2022-10-02,BAL,NYA,3,1,2022
2022-10-02,TBA,HOU,1,3,2022
2022-10-02,MIN,DET,2,5,2022
2022-10-02,BOS,TOR,3,6,2022
2022-10-02,KCA,CLE,5,7,2022
2022-10-02,PHI,WAS,8,1,2022
2022-10-02,ARI,SFN,3,4,2022
2022-10-02,CHA,SDN,2,1,2022
2022-10-02,MIA,MIL,4,3,2022
2022-10-02,COL,LAN,4,1,2022
2022-10-02,CIN,CHN,1,8,2022
2022-10-02,NYN,ATL,3,5,2022
2022-10-02,PIT,SLN,7,5,2022
2022-10-03,NYA,TEX,3,1,2022
2022-10-03,DET,SEA,4,3,2022
2022-10-03,ANA,OAK,4,5,2022
2022-10-03,PHI,HOU,3,0,2022
2022-10-03,KCA,CLE,5,2,2022
2022-10-03,MIN,CHA,2,3,2022
2022-10-03,TBA,BOS,3,4,2022
2022-10-03,SFN,SDN,4,7,2022
2022-10-03,SLN,PIT,2,3,2022
2022-10-03,ARI,MIL,5,6,2022
2022-10-03,ATL,MIA,0,4,2022
2022-10-03,COL,LAN,2,1,2022
2022-10-03,CHN,CIN,1,3,2022
2022-10-03,TOR,BAL,5,1,2022
2022-10-04,MIN,CHA,3,8,2022
2022-10-04,NYA,TEX,5,4,2022
2022-10-04,NYA,TEX,2,3,2022
2022-10-04,DET,SEA,6,7,2022
2022-10-04,ANA,OAK,1,2,2022
2022-10-04,PHI,HOU,0,10,2022
2022-10-04,KCA,CLE,3,5,2022
2022-10-04,TBA,BOS,0,6,2022
2022-10-04,DET,SEA,6,9,2022
2022-10-04,SLN,PIT,8,7,2022
2022-10-04,WAS,NYN,0,8,2022
2022-10-04,WAS,NYN,2,4,2022
2022-10-04,ARI,MIL,0,3,2022
2022-10-04,ATL,MIA,2,1,2022
2022-10-04,COL,LAN,5,2,2022
2022-10-04,CHN,CIN,2,3,2022
2022-10-04,SFN,SDN,2,6,2022
2022-10-05,NYA,TEX,2,4,2022
2022-10-05,DET,SEA,4,5,2022
2022-10-05,ANA,OAK,2,3,2022
2022-10-05,KCA,CLE,2,9,2022
2022-10-05,MIN,CHA,10,1,2022
2022-10-05,TBA,BOS,3,6,2022
2022-10-05,TOR,BAL,5,1,2022
2022-10-05,PHI,HOU,2,3,2022
2022-10-05,SFN,SDN,8,1,2022
2022-10-05,SLN,PIT,3,5,2022
2022-10-05,WAS,NYN,2,9,2022
2022-10-05,ARI,MIL,4,2,2022
2022-10-05,ATL,MIA,9,12,2022
2022-10-05,COL,LAN,1,6,2022
2022-10-05,CHN,CIN,15,2,2022
2022-10-05,TOR,BAL,4,5,2022
2023-03-30,PHI,TEX,7,11,2023
2023-03-30,DET,TBA,0,4,2023
2023-03-30,CLE,SEA,0,3,2023
2023-03-30,ANA,OAK,1,2,2023
2023-03-30,SFN,NYA,0,5,2023
2023-03-30,MIN,KCA,2,0,2023
2023-03-30,CHA,HOU,3,2,2023
2023-03-30,COL,SDN,7,2,2023
2023-03-30,ATL,WAS,7,2,2023
2023-03-30,TOR,SLN,10,9,2023
2023-03-30,NYN,MIA,5,3,2023
2023-03-30,ARI,LAN,2,8,2023
2023-03-30,PIT,CIN,5,4,2023
2023-03-30,MIL,CHN,0,4,2023
2023-03-30,BAL,BOS,10,9,2023
2023-03-31,CHA,HOU,3,6,2023
2023-03-31,CLE,SEA,9,4,2023
2023-03-31,NYN,MIA,1,2,2023
2023-03-31,ARI,LAN,2,1,2023
2023-03-31,COL,SDN,4,1,2023
2023-04-01,PHI,TEX,3,16,2023
2023-04-01,DET,TBA,2,12,2023
2023-04-01,CLE,SEA,2,0,2023
2023-04-01,ANA,OAK,13,1,2023
2023-04-01,SFN,NYA,7,5,2023
2023-04-01,CHA,HOU,4,6,2023
2023-04-01,BAL,BOS,8,9,2023
2023-04-01,MIN,KCA,2,0,2023
2023-04-01,TOR,SLN,1,4,2023
2023-04-01,COL,SDN,4,8,2023
2023-04-01,NYN,MIA,6,2,2023
2023-04-01,ARI,LAN,1,10,2023
2023-04-01,PIT,CIN,2,6,2023
2023-04-01,MIL,CHN,3,1,2023
2023-04-01,ATL,WAS,7,1,2023
2023-04-02,MIN,KCA,7,4,2023
2023-04-02,PHI,TEX,1,2,2023
2023-04-02,DET,TBA,1,5,2023
2023-04-02,CLE,SEA,6,5,2023
2023-04-02,ANA,OAK,6,0,2023
2023-04-02,SFN,NYA,0,6,2023
2023-04-02,CHA,HOU,6,3,2023
2023-04-02,ARI,LAN,2,1,2023
2023-04-02,ATL,WAS,1,4,2023
2023-04-02,TOR,SLN,4,9,2023
2023-04-02,COL,SDN,1,3,2023
2023-04-02,NYN,MIA,5,1,2023
2023-04-02,PIT,CIN,1,3,2023
2023-04-02,MIL,CHN,9,5,2023
2023-04-02,BAL,BOS,5,9,2023
2023-04-03,DET,HOU,7,6,2023
2023-04-03,BAL,TEX,2,0,2023
2023-04-03,ANA,SEA,7,3,2023
2023-04-03,CLE,OAK,12,11,2023
2023-04-03,PHI,NYA,1,8,2023
2023-04-03,TOR,KCA,5,9,2023
2023-04-03,SFN,CHA,12,3,2023
2023-04-03,COL,LAN,4,13,2023
2023-04-03,TBA,WAS,6,2,2023
2023-04-03,ATL,SLN,8,4,2023
2023-04-03,ARI,SDN,4,5,2023
2023-04-03,NYN,MIL,0,10,2023
2023-04-03,MIN,MIA,11,1,2023
2023-04-03,CHN,CIN,6,7,2023
2023-04-03,PIT,BOS,7,6,2023
2023-04-04,BAL,TEX,7,2,2023
2023-04-04,ANA,SEA,2,11,2023
2023-04-04,CLE,OAK,3,4,2023
2023-04-04,PHI,NYA,4,1,2023
2023-04-04,TOR,KCA,4,1,2023
2023-04-04,DET,HOU,6,3,2023
2023-04-04,PIT,BOS,4,1,2023
2023-04-04,TBA,WAS,10,6,2023
2023-04-04,ARI,SDN,8,6,2023
2023-04-04,NYN,MIL,0,9,2023
2023-04-04,MIN,MIA,0,1,2023
2023-04-04,COL,LAN,2,5,2023
2023-04-04,CHN,CIN,12,5,2023
2023-04-04,ATL,SLN,4,1,2023
2023-04-05,TOR,KCA,3,0,2023
2023-04-05,BAL,TEX,2,5,2023
2023-04-05,ANA,SEA,4,3,2023
2023-04-05,CLE,OAK,6,4,2023
2023-04-05,PHI,NYA,2,4,2023
2023-04-05,DET,HOU,2,8,2023
2023-04-05,TBA,WAS,7,2,2023
2023-04-05,PIT,BOS,4,1,2023
2023-04-05,SFN,CHA,3,7,2023
2023-04-05,ATL,SLN,5,2,2023
2023-04-05,NYN,MIL,6,7,2023
2023-04-05,MIN,MIA,2,5,2023
2023-04-06,TOR,KCA,6,3,2023
2023-04-06,BOS,DET,6,3,2023
2023-04-06,SFN,CHA,16,6,2023
2023-04-06,SDN,ATL,6,7,2023
2023-04-06,LAN,ARI,5,2,2023
2023-04-06,WAS,COL,0,1,2023
2023-04-07,KCA,SFN,3,1,2023
2023-04-07,HOU,MIN,2,3,2023
2023-04-07,SEA,CLE,5,3,2023
2023-04-07,NYA,BAL,6,7,2023
2023-04-07,TOR,ANA,4,3,2023
2023-04-07,OAK,TBA,5,9,2023
2023-04-07,CHA,PIT,9,13,2023
2023-04-07,SLN,MIL,0,4,2023
2023-04-07,MIA,NYN,3,9,2023
2023-04-07,WAS,COL,10,5,2023
2023-04-07,TEX,CHN,0,2,2023
2023-04-07,SDN,ATL,5,4,2023
2023-04-07,LAN,ARI,3,6,2023
2023-04-07,CIN,PHI,2,5,2023
2023-04-08,OAK,TBA,0,11,2023
2023-04-08,HOU,MIN,6,9,2023
2023-04-08,BOS,DET,14,5,2023
2023-04-08,SEA,CLE,3,2,2023
2023-04-08,NYA,BAL,4,1,2023
2023-04-08,TOR,ANA,5,9,2023
2023-04-08,KCA,SFN,6,5,2023
2023-04-08,MIA,NYN,2,5,2023
2023-04-08,CIN,PHI,2,3,2023
2023-04-08,SLN,MIL,6,0,2023
2023-04-08,WAS,COL,7,6,2023
2023-04-08,TEX,CHN,3,10,2023
2023-04-08,SDN,ATL,4,1,2023
2023-04-08,LAN,ARI,8,12,2023
2023-04-08,CHA,PIT,11,5,2023
2023-04-09,OAK,TBA,0,11,2023
2023-04-09,HOU,MIN,5,1,2023
2023-04-09,BOS,DET,4,1,2023
2023-04-09,SEA,CLE,6,7,2023
2023-04-09,NYA,BAL,5,3,2023
2023-04-09,TOR,ANA,12,11,2023
2023-04-09,KCA,SFN,1,3,2023
2023-04-09,CIN,PHI,6,4,2023
2023-04-09,MIA,NYN,7,2,2023
2023-04-09,SLN,MIL,1,6,2023
2023-04-09,WAS,COL,6,7,2023
2023-04-09,TEX,CHN,8,2,2023
2023-04-09,SDN,ATL,10,2,2023
2023-04-09,LAN,ARI,6,11,2023
2023-04-09,CHA,PIT,0,1,2023
2023-04-10,WAS,ANA,6,4,2023
2023-04-10,BOS,TBA,0,1,2023
2023-04-10,CHA,MIN,4,3,2023
2023-04-10,NYA,CLE,2,3,2023
2023-04-10,OAK,BAL,1,5,2023
2023-04-10,LAN,SFN,9,1,2023
2023-04-10,KCA,TEX,2,11,2023
2023-04-10,MIA,PHI,3,15,2023
2023-04-10,SDN,NYN,0,5,2023
2023-04-10,SLN,COL,4,7,2023
2023-04-10,SEA,CHN,2,3,2023
2023-04-10,CIN,ATL,4,5,2023
2023-04-10,MIL,ARI,0,3,2023
2023-04-10,HOU,PIT,8,2,2023
2023-04-11,DET,TOR,3,9,2023
2023-04-11,KCA,TEX,5,8,2023
2023-04-11,BOS,TBA,2,7,2023
2023-04-11,CHA,MIN,3,4,2023
2023-04-11,NYA,CLE,11,2,2023
2023-04-11,OAK,BAL,8,12,2023
2023-04-11,WAS,ANA,0,2,2023
2023-04-11,LAN,SFN,0,5,2023
2023-04-11,HOU,PIT,4,7,2023
2023-04-11,MIA,PHI,8,4,2023
2023-04-11,SDN,NYN,4,2,2023
2023-04-11,SLN,COL,9,6,2023
2023-04-11,SEA,CHN,9,14,2023
2023-04-11,CIN,ATL,6,7,2023
2023-04-11,MIL,ARI,7,1,2023
2023-04-12,DET,TOR,3,4,2023
2023-04-12,KCA,TEX,10,1,2023
2023-04-12,BOS,TBA,7,9,2023
2023-04-12,CHA,MIN,1,3,2023
2023-04-12,OAK,BAL,8,4,2023
2023-04-12,WAS,ANA,2,3,2023
2023-04-12,LAN,SFN,10,5,2023
2023-04-12,NYA,CLE,4,3,2023
2023-04-12,MIA,PHI,3,2,2023
2023-04-12,SDN,NYN,2,5,2023
2023-04-12,HOU,PIT,7,0,2023
2023-04-12,SLN,COL,7,4,2023
2023-04-12,SEA,CHN,5,2,2023
2023-04-12,CIN,ATL,4,5,2023
2023-04-12,MIL,ARI,3,7,2023
2023-04-13,DET,TOR,3,1,2023
2023-04-13,BOS,TBA,3,9,2023
2023-04-13,MIN,NYA,11,2,2023
2023-04-13,OAK,BAL,7,8,2023
2023-04-13,PIT,SLN,5,0,2023
2023-04-13,MIL,SDN,4,3,2023
2023-04-13,PHI,CIN,2,6,2023
2023-04-14,COL,SEA,3,5,2023
2023-04-14,NYN,OAK,17,6,2023
2023-04-14,MIN,NYA,4,3,2023
2023-04-14,TBA,TOR,3,6,2023
2023-04-14,ATL,KCA,10,3,2023
2023-04-14,TEX,HOU,6,2,2023
2023-04-14,SFN,DET,5,7,2023
2023-04-14,MIL,SDN,11,2,2023
2023-04-14,ANA,BOS,3,5,2023
2023-04-14,CLE,WAS,4,3,2023
2023-04-14,PIT,SLN,0,3,2023
2023-04-14,ARI,MIA,1,5,2023
2023-04-14,CHN,LAN,8,2,2023
2023-04-14,PHI,CIN,8,3,2023
2023-04-14,BAL,CHA,6,3,2023
2023-04-15,SFN,DET,6,7,2023
2023-04-15,COL,SEA,2,9,2023
2023-04-15,TBA,TOR,2,5,2023
2023-04-15,MIN,NYA,1,6,2023
2023-04-15,ATL,KCA,9,3,2023
2023-04-15,TEX,HOU,2,8,2023
2023-04-15,BAL,CHA,6,7,2023
2023-04-15,NYN,OAK,3,2,2023
2023-04-15,CLE,WAS,6,4,2023
2023-04-15,PIT,SLN,6,3,2023
2023-04-15,MIL,SDN,3,10,2023
2023-04-15,ARI,MIA,2,3,2023
2023-04-15,CHN,LAN,1,2,2023
2023-04-15,PHI,CIN,0,13,2023
2023-04-15,ANA,BOS,7,9,2023
2023-04-16,TBA,TOR,8,1,2023
2023-04-16,NYN,OAK,4,3,2023
2023-04-16,MIN,NYA,0,2,2023
2023-04-16,ATL,KCA,5,4,2023
2023-04-16,TEX,HOU,9,1,2023
2023-04-16,BAL,CHA,8,4,2023
2023-04-16,COL,SEA,0,1,2023
2023-04-16,CLE,WAS,6,7,2023
2023-04-16,PIT,SLN,4,5,2023
2023-04-16,MIL,SDN,1,0,2023
2023-04-16,ARI,MIA,5,0,2023
2023-04-16,CHN,LAN,3,2,2023
2023-04-16,PHI,CIN,14,3,2023
2023-04-16,ANA,BOS,1,2,2023
2023-04-17,MIL,SEA,7,3,2023
2023-04-17,CHN,OAK,10,1,2023
2023-04-17,TEX,KCA,4,0,2023
2023-04-17,TOR,HOU,2,9,2023
2023-04-17,ANA,BOS,5,4,2023
2023-04-17,ARI,SLN,6,3,2023
2023-04-17,SFN,MIA,3,4,2023
2023-04-17,NYN,LAN,8,6,2023
2023-04-17,PIT,COL,14,3,2023
2023-04-17,TBA,CIN,1,8,2023
2023-04-17,ATL,SDN,2,0,2023
2023-04-18,MIL,SEA,6,5,2023
2023-04-18,CHN,OAK,4,0,2023
2023-04-18,ANA,NYA,5,2,2023
2023-04-18,TEX,KCA,12,2,2023
2023-04-18,TOR,HOU,4,2,2023
2023-04-18,CLE,DET,0,1,2023
2023-04-18,CLE,DET,3,4,2023
2023-04-18,PHI,CHA,0,3,2023
2023-04-18,BAL,WAS,1,0,2023
2023-04-18,MIN,BOS,4,5,2023
2023-04-18,ARI,SLN,8,7,2023
2023-04-18,ATL,SDN,8,1,2023
2023-04-18,SFN,MIA,2,4,2023
2023-04-18,NYN,LAN,0,5,2023
2023-04-18,PIT,COL,5,3,2023
2023-04-18,TBA,CIN,10,0,2023
2023-04-18,PHI,CHA,7,4,2023
2023-04-19,MIL,SEA,5,3,2023
2023-04-19,CHN,OAK,12,2,2023
2023-04-19,ANA,NYA,2,3,2023
2023-04-19,TEX,KCA,12,3,2023
2023-04-19,TOR,HOU,1,8,2023
2023-04-19,PHI,CHA,5,2,2023
2023-04-19,MIN,BOS,10,4,2023
2023-04-19,CLE,DET,3,2,2023
2023-04-19,ARI,SLN,5,14,2023
2023-04-19,ATL,SDN,0,1,2023
2023-04-19,SFN,MIA,5,2,2023
2023-04-19,NYN,LAN,5,3,2023
2023-04-19,PIT,COL,14,3,2023
2023-04-19,TBA,CIN,8,0,2023
2023-04-19,BAL,WAS,4,0,2023
2023-04-20,ANA,NYA,3,9,2023
2023-04-20,MIN,BOS,5,11,2023
2023-04-20,NYN,SFN,9,4,2023
2023-04-20,COL,PHI,5,0,2023
2023-04-20,LAN,CHN,6,2,2023
2023-04-20,SDN,ARI,7,5,2023
2023-04-20,CIN,PIT,3,4,2023
2023-04-21,OAK,TEX,5,4,2023
2023-04-21,CHA,TBA,7,8,2023
2023-04-21,SLN,SEA,2,5,2023
2023-04-21,TOR,NYA,6,1,2023
2023-04-21,WAS,MIN,3,2,2023
2023-04-21,KCA,ANA,0,2,2023
2023-04-21,DET,BAL,1,2,2023
2023-04-21,CIN,PIT,2,4,2023
2023-04-21,COL,PHI,3,4,2023
2023-04-21,BOS,MIL,5,3,2023
2023-04-21,LAN,CHN,0,13,2023
2023-04-21,HOU,ATL,6,4,2023
2023-04-21,SDN,ARI,0,9,2023
2023-04-21,NYN,SFN,7,0,2023
2023-04-22,OAK,TEX,3,18,2023
2023-04-22,CHA,TBA,3,4,2023
2023-04-22,SLN,SEA,4,5,2023
2023-04-22,TOR,NYA,2,3,2023
2023-04-22,WAS,MIN,10,4,2023
2023-04-22,MIA,CLE,3,2,2023
2023-04-22,MIA,CLE,6,1,2023
2023-04-22,DET,BAL,1,5,2023
2023-04-22,KCA,ANA,11,8,2023
2023-04-22,NYN,SFN,4,7,2023
2023-04-22,CIN,PIT,1,2,2023
2023-04-22,COL,PHI,3,4,2023
2023-04-22,BOS,MIL,4,5,2023
2023-04-22,LAN,CHN,9,4,2023
2023-04-22,HOU,ATL,6,3,2023
2023-04-22,SDN,ARI,5,3,2023
2023-04-23,OAK,TEX,2,5,2023
2023-04-23,CHA,TBA,1,4,2023
2023-04-23,TOR,NYA,5,1,2023
2023-04-23,WAS,MIN,1,3,2023
2023-04-23,MIA,CLE,4,7,2023
2023-04-23,DET,BAL,1,2,2023
2023-04-23,KCA,ANA,3,4,2023
2023-04-23,SLN,SEA,7,3,2023
2023-04-23,CIN,PIT,0,2,2023
2023-04-23,COL,PHI,3,9,2023
2023-04-23,BOS,MIL,12,5,2023
2023-04-23,LAN,CHN,7,3,2023
2023-04-23,NYN,SFN,4,5,2023
2023-04-23,HOU,ATL,5,2,2023
2023-04-23,SDN,ARI,7,5,2023
2023-04-24,CHA,TOR,2,5,2023
2023-04-24,HOU,TBA,3,8,2023
2023-04-24,NYA,MIN,1,6,2023
2023-04-24,COL,CLE,6,0,2023
2023-04-24,BOS,BAL,4,5,2023
2023-04-24,OAK,ANA,11,10,2023
2023-04-24,SLN,SFN,0,4,2023
2023-04-24,DET,MIL,4,2,2023
2023-04-24,TEX,CIN,6,7,2023
2023-04-24,MIA,ATL,0,11,2023
2023-04-24,KCA,ARI,4,5,2023
2023-04-25,HOU,TBA,5,0,2023
2023-04-25,CHA,TOR,0,7,2023
2023-04-25,NYA,MIN,2,6,2023
2023-04-25,COL,CLE,5,1,2023
2023-04-25,BOS,BAL,8,6,2023
2023-04-25,OAK,ANA,3,5,2023
2023-04-25,SLN,SFN,4,5,2023
2023-04-25,MIA,ATL,4,7,2023
2023-04-25,SEA,PHI,5,3,2023
2023-04-25,WAS,NYN,5,0,2023
2023-04-25,DET,MIL,4,3,2023
2023-04-25,TEX,CIN,6,7,2023
2023-04-25,SDN,CHN,0,6,2023
2023-04-25,KCA,ARI,5,4,2023
2023-04-25,LAN,PIT,8,7,2023
2023-04-26,OAK,ANA,3,11,2023
2023-04-26,CHA,TOR,0,8,2023
2023-04-26,HOU,TBA,1,0,2023
2023-04-26,NYA,MIN,12,6,2023
2023-04-26,COL,CLE,1,4,2023
2023-04-26,BOS,BAL,2,6,2023
2023-04-26,SLN,SFN,3,7,2023
2023-04-26,TEX,CIN,3,5,2023
2023-04-26,SEA,PHI,5,6,2023
2023-04-26,WAS,NYN,4,1,2023
2023-04-26,DET,MIL,2,6,2023
2023-04-26,LAN,PIT,1,8,2023
2023-04-26,SDN,CHN,5,3,2023
2023-04-26,MIA,ATL,4,6,2023
2023-04-26,KCA,ARI,0,2,2023
2023-04-27,NYA,TEX,4,2,2023
2023-04-27,KCA,MIN,1,7,2023
2023-04-27,BAL,DET,7,4,2023
2023-04-27,TBA,CHA,14,5,2023
2023-04-27,OAK,ANA,7,8,2023
2023-04-27,LAN,PIT,2,6,2023
2023-04-27,SEA,PHI,0,1,2023
2023-04-27,WAS,NYN,8,9,2023
2023-04-27,SDN,CHN,2,5,2023
2023-04-27,MIA,ATL,5,4,2023
2023-04-27,SLN,SFN,6,0,2023
2023-04-28,PHI,HOU,3,1,2023
2023-04-28,SEA,TOR,2,3,2023
2023-04-28,NYA,TEX,2,5,2023
2023-04-28,CIN,OAK,11,7,2023
2023-04-28,KCA,MIN,6,8,2023
2023-04-28,TBA,CHA,3,2,2023
2023-04-28,ARI,COL,9,1,2023
2023-04-28,ATL,NYN,4,0,2023
2023-04-28,ANA,MIL,1,2,2023
2023-04-28,CHN,MIA,2,3,2023
2023-04-28,SLN,LAN,3,7,2023
2023-04-28,CLE,BOS,5,2,2023
2023-04-29,BAL,DET,4,7,2023
2023-04-29,NYA,TEX,0,2,2023
2023-04-29,SEA,TOR,0,1,2023
2023-04-29,CIN,OAK,3,2,2023
2023-04-29,KCA,MIN,3,2,2023
2023-04-29,PHI,HOU,6,1,2023
2023-04-29,BAL,DET,6,4,2023
2023-04-29,TBA,CHA,12,3,2023
2023-04-29,SLN,LAN,0,1,2023
2023-04-29,PIT,WAS,16,1,2023
2023-04-29,PIT,WAS,6,3,2023
2023-04-29,SFN,SDN,11,16,2023
2023-04-29,ANA,MIL,5,7,2023
2023-04-29,CHN,MIA,6,7,2023
2023-04-29,ARI,COL,11,4,2023
